Row Labels,Sum of Total_sales 
Trek Silque SLR 7 Women's - 2017,11999.98
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
893,1371.97
45,869.99
Haro SR 1.2 - 2017,869.99
67,501.98
Sun Bicycles Revolutions 24 - Girl's - 2017,501.98
894,679.98
101,679.98
Electra Townie 7D (20-inch) - Boys' - 2017,679.98
895,449.99
106,449.99
Sun Bicycles Cruz 3 - 2017,449.99
896,2248.98
10,1549
Surly Straggler - 2016,1549
91,699.98
Trek Precaliber 24 (21-Speed) - Girls - 2017,699.98
897,883.98
96,349.99
Electra Moto 3i (20-inch) - Boy's - 2017,349.99
105,533.99
Sun Bicycles Streamway 7 - 2017,533.99
898,7173.93
16,599.99
Electra Townie Original 7D EQ - 2016,599.99
45,1739.98
Haro SR 1.2 - 2017,1739.98
57,3999.98
Trek Emonda S 5 - 2017,3999.98
69,833.98
Sun Bicycles Cruz 7 - 2017,833.98
899,6098.97
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
17,429
Pure Cycles Vine 8-Speed - 2016,429
59,5199.98
Trek Domane S 5 Disc - 2017,5199.98
900,16859.92
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
28,4999.98
Surly Karate Monkey 27.5+ Frameset - 2017,4999.98
61,9999.98
Trek Powerfly 8 FS Plus - 2017,9999.98
89,209.99
Trek Precaliber 16 Boys - 2017,209.99
108,449.99
Sun Bicycles Cruz 3 - Women's - 2017,449.99
901,11299.98
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
50,5999.99
Trek Silque SLR 7 Women's - 2017,5999.99
902,2459.94
12,549.99
Electra Townie Original 21D - 2016,549.99
38,1099.98
Haro Flightline Two 26 Plus - 2017,1099.98
76,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
92,209.99
Haro Shredder 20 - 2017,209.99
903,6265.96
31,3265.98
Surly Wednesday - 2017,3265.98
48,2999.98
Trek Emonda S 4 - 2017,2999.98
904,15355.93
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
36,1665.98
Surly Troll Frameset - 2017,1665.98
51,12999.98
Trek Silque SLR 8 Women's - 2017,12999.98
92,419.98
Haro Shredder 20 - 2017,419.98
905,12450.94
20,599.99
Electra Townie Original 7D EQ - Women's - 2016,599.99
42,4599.98
Trek Fuel EX 5 27.5 Plus - 2017,4599.98
62,6999.98
Trek Boone 7 - 2017,6999.98
67,250.99
Sun Bicycles Revolutions 24 - Girl's - 2017,250.99
906,8529.91
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
28,4999.98
Surly Karate Monkey 27.5+ Frameset - 2017,4999.98
46,1409.99
Haro SR 1.3 - 2017,1409.99
102,979.98
Electra Townie Original 7D - 2017,979.98
907,566.97
65,346.99
Sun Bicycles Lil Bolt Type-R - 2017,346.99
84,219.98
Sun Bicycles Lil Kitt'n - 2017,219.98
908,2699.96
41,1469.99
Haro Shift R3 - 2017,1469.99
94,249.99
Haro Shredder Pro 20 - 2017,249.99
102,979.98
Electra Townie Original 7D - 2017,979.98
909,1320.99
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
910,299.99
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
911,5151.94
49,3499.99
Trek Domane SL 6 - 2017,3499.99
66,501.98
Sun Bicycles Revolutions 24 - 2017,501.98
91,699.98
Trek Precaliber 24 (21-Speed) - Girls - 2017,699.98
106,449.99
Sun Bicycles Cruz 3 - 2017,449.99
912,3213.93
2,1499.98
Ritchey Timberwolf Frameset - 2016,1499.98
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
71,833.98
Sun Bicycles Atlas X-Type - 2017,833.98
101,339.99
Electra Townie 7D (20-inch) - Boys' - 2017,339.99
913,1519.96
24,1099.98
Electra Townie Original 21D - 2016,1099.98
90,419.98
Trek Precaliber 16 Girls - 2017,419.98
914,3609.95
20,1199.98
Electra Townie Original 7D EQ - Women's - 2016,1199.98
38,549.99
Haro Flightline Two 26 Plus - 2017,549.99
46,1409.99
Haro SR 1.3 - 2017,1409.99
106,449.99
Sun Bicycles Cruz 3 - 2017,449.99
915,5039.96
2,749.99
Ritchey Timberwolf Frameset - 2016,749.99
42,2299.99
Trek Fuel EX 5 27.5 Plus - 2017,2299.99
48,1499.99
Trek Emonda S 4 - 2017,1499.99
64,489.99
Electra Townie Original 7D - 2017,489.99
916,209.99
92,209.99
Haro Shredder 20 - 2017,209.99
917,1469.99
41,1469.99
Haro Shift R3 - 2017,1469.99
918,7782.96
4,5799.98
Trek Fuel EX 8 29 - 2016,5799.98
31,1632.99
Surly Wednesday - 2017,1632.99
91,349.99
Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99
919,4539.98
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
44,539.99
Haro SR 1.1 - 2017,539.99
920,5471.94
39,2999.98
Trek Stache 5 - 2017,2999.98
76,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
80,1523.98
Sun Bicycles Brickell Tandem CB - 2017,1523.98
921,3499.96
48,1499.99
Trek Emonda S 4 - 2017,1499.99
75,1199.98
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1199.98
77,799.99
Electra Glam Punk 3i Ladies' - 2017,799.99
922,1349.97
68,449.99
Sun Bicycles Cruz 3 - 2017,449.99
73,749.99
Sun Bicycles Brickell Tandem 7 - 2017,749.99
86,149.99
Trek Girl's Kickster - 2017,149.99
923,1349.97
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
74,879.98
Electra Cruiser Lux 1 - 2017,879.98
924,1532.97
36,832.99
Surly Troll Frameset - 2017,832.99
97,699.98
Electra Savannah 3i (20-inch) - Girl's - 2017,699.98
925,7349.97
62,6999.98
Trek Boone 7 - 2017,6999.98
97,349.99
Electra Savannah 3i (20-inch) - Girl's - 2017,349.99
926,759.98
37,759.98
Haro Flightline One ST - 2017,759.98
927,14379.93
3,999.99
Surly Wednesday Frameset - 2016,999.99
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
50,5999.99
Trek Silque SLR 7 Women's - 2017,5999.99
74,879.98
Electra Cruiser Lux 1 - 2017,879.98
928,983.97
71,833.98
Sun Bicycles Atlas X-Type - 2017,833.98
83,149.99
Trek Boy's Kickster - 2015/2017,149.99
929,8209.96
24,549.99
Electra Townie Original 21D - 2016,549.99
63,6999.98
Trek Boone Race Shop Limited - 2017,6999.98
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
930,26913.92
51,12999.98
Trek Silque SLR 8 Women's - 2017,12999.98
56,10999.98
Trek Domane SLR 6 Disc - 2017,10999.98
60,1559.99
Sun Bicycles ElectroLite - 2017,1559.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
931,7299.97
49,6999.98
Trek Domane SL 6 - 2017,6999.98
76,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
932,439.99
74,439.99
Electra Cruiser Lux 1 - 2017,439.99
933,2269.96
21,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
75,1199.98
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1199.98
77,799.99
Electra Glam Punk 3i Ladies' - 2017,799.99
934,19614.94
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
35,1665.98
Sun Bicycles Spider 3i - 2017,1665.98
48,1499.99
Trek Emonda S 4 - 2017,1499.99
56,10999.98
Trek Domane SLR 6 Disc - 2017,10999.98
61,4999.99
Trek Powerfly 8 FS Plus - 2017,4999.99
935,2313.94
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
38,549.99
Haro Flightline Two 26 Plus - 2017,549.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
76,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
936,1199.98
44,539.99
Haro SR 1.1 - 2017,539.99
70,659.99
Electra Amsterdam Original 3i - 2015/2017,659.99
937,29150.91
28,4999.98
Surly Karate Monkey 27.5+ Frameset - 2017,4999.98
51,12999.98
Trek Silque SLR 8 Women's - 2017,12999.98
58,9999.98
Trek Madone 9.2 - 2017,9999.98
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
108,899.98
Sun Bicycles Cruz 3 - Women's - 2017,899.98
938,3169.98
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
939,2154.97
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
107,833.98
Sun Bicycles Cruz 7 - 2017,833.98
940,1199.98
75,1199.98
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1199.98
941,4841.95
11,3361.98
Surly Straggler 650b - 2016,3361.98
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
102,979.98
Electra Townie Original 7D - 2017,979.98
942,4629.92
35,1665.98
Sun Bicycles Spider 3i - 2017,1665.98
98,979.98
Electra Straight 8 3i (20-inch) - Boy's - 2017,979.98
100,489.99
Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
110,941.98
Sun Bicycles Drifter 7 - 2017,941.98
943,1159.98
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
944,6013.9
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
29,1999.98
Trek X-Caliber 8 - 2017,1999.98
69,833.98
Sun Bicycles Cruz 7 - 2017,833.98
70,1319.98
Electra Amsterdam Original 3i - 2015/2017,1319.98
85,659.98
Haro Downtown 16 - 2017,659.98
945,15053.91
34,939.98
Trek Session DH 27.5 Carbon Frameset - 2017,939.98
44,1079.98
Haro SR 1.1 - 2017,1079.98
50,11999.98
Trek Silque SLR 7 Women's - 2017,11999.98
94,499.98
Haro Shredder Pro 20 - 2017,499.98
105,533.99
Sun Bicycles Streamway 7 - 2017,533.99
946,19699.92
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
56,10999.98
Trek Domane SLR 6 Disc - 2017,10999.98
62,3499.99
Trek Boone 7 - 2017,3499.99
85,659.98
Haro Downtown 16 - 2017,659.98
947,5609.96
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
42,4599.98
Trek Fuel EX 5 27.5 Plus - 2017,4599.98
44,539.99
Haro SR 1.1 - 2017,539.99
948,3799.91
20,1199.98
Electra Townie Original 7D EQ - Women's - 2016,1199.98
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
72,1239.98
Sun Bicycles Biscayne Tandem 7 - 2017,1239.98
92,419.98
Haro Shredder 20 - 2017,419.98
101,339.99
Electra Townie 7D (20-inch) - Boys' - 2017,339.99
949,11399.96
9,5999.98
Trek Conduit+ - 2016,5999.98
55,5399.98
Trek Domane S 6 - 2017,5399.98
950,5499.99
56,5499.99
Trek Domane SLR 6 Disc - 2017,5499.99
951,20199.95
43,10599.98
Trek Fuel EX 9.8 27.5 Plus - 2017,10599.98
59,2599.99
Trek Domane S 5 Disc - 2017,2599.99
62,6999.98
Trek Boone 7 - 2017,6999.98
952,3199.97
20,1199.98
Electra Townie Original 7D EQ - Women's - 2016,1199.98
57,1999.99
Trek Emonda S 5 - 2017,1999.99
953,599.98
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
954,5799.98
4,5799.98
Trek Fuel EX 8 29 - 2016,5799.98
955,12605.94
31,3265.98
Surly Wednesday - 2017,3265.98
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
63,3499.99
Trek Boone Race Shop Limited - 2017,3499.99
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
96,349.99
Electra Moto 3i (20-inch) - Boy's - 2017,349.99
956,3745.91
13,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
73,1499.98
Sun Bicycles Brickell Tandem 7 - 2017,1499.98
76,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
79,805.98
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,805.98
957,3481.92
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
70,1319.98
Electra Amsterdam Original 3i - 2015/2017,1319.98
108,899.98
Sun Bicycles Cruz 3 - Women's - 2017,899.98
111,470.99
Sun Bicycles Drifter 7 - Women's - 2017,470.99
958,6799.98
51,6499.99
Trek Silque SLR 8 Women's - 2017,6499.99
76,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
959,2966.96
15,529.99
Electra Moto 1 - 2016,529.99
41,1469.99
Haro Shift R3 - 2017,1469.99
65,346.99
Sun Bicycles Lil Bolt Type-R - 2017,346.99
72,619.99
Sun Bicycles Biscayne Tandem 7 - 2017,619.99
960,5675.93
48,2999.98
Trek Emonda S 4 - 2017,2999.98
52,875.99
Surly Steamroller - 2017,875.99
73,1499.98
Sun Bicycles Brickell Tandem 7 - 2017,1499.98
83,299.98
Trek Boy's Kickster - 2015/2017,299.98
961,11827.95
47,10599.98
Trek Remedy 9.8 - 2017,10599.98
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
105,533.99
Sun Bicycles Streamway 7 - 2017,533.99
962,1673.96
64,979.98
Electra Townie Original 7D - 2017,979.98
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
963,2899.99
4,2899.99
Trek Fuel EX 8 29 - 2016,2899.99
964,649.98
74,439.99
Electra Cruiser Lux 1 - 2017,439.99
90,209.99
Trek Precaliber 16 Girls - 2017,209.99
965,419.98
90,419.98
Trek Precaliber 16 Girls - 2017,419.98
966,939.98
73,749.99
Sun Bicycles Brickell Tandem 7 - 2017,749.99
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
967,2592.95
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
77,1599.98
Electra Glam Punk 3i Ladies' - 2017,1599.98
87,189.99
Trek Precaliber 12 Boys - 2017,189.99
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
968,13287.97
10,3098
Surly Straggler - 2016,3098
61,9999.98
Trek Powerfly 8 FS Plus - 2017,9999.98
87,189.99
Trek Precaliber 12 Boys - 2017,189.99
969,1272.98
36,832.99
Surly Troll Frameset - 2017,832.99
74,439.99
Electra Cruiser Lux 1 - 2017,439.99
970,10179.94
48,2999.98
Trek Emonda S 4 - 2017,2999.98
54,6399.98
Trek Domane SL Disc Frameset - 2017,6399.98
68,449.99
Sun Bicycles Cruz 3 - 2017,449.99
85,329.99
Haro Downtown 16 - 2017,329.99
971,7263.91
8,3599.98
Trek Remedy 29 Carbon Frameset - 2016,3599.98
12,1099.98
Electra Townie Original 21D - 2016,1099.98
38,549.99
Haro Flightline Two 26 Plus - 2017,549.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
70,1319.98
Electra Amsterdam Original 3i - 2015/2017,1319.98
972,3989.98
63,3499.99
Trek Boone Race Shop Limited - 2017,3499.99
100,489.99
Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99
973,21816.93
4,5799.98
Trek Fuel EX 8 29 - 2016,5799.98
28,4999.98
Surly Karate Monkey 27.5+ Frameset - 2017,4999.98
47,10599.98
Trek Remedy 9.8 - 2017,10599.98
71,416.99
Sun Bicycles Atlas X-Type - 2017,416.99
974,1479.96
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
33,939.98
Surly Wednesday Frameset - 2017,939.98
975,941.98
110,941.98
Sun Bicycles Drifter 7 - 2017,941.98
976,2699.97
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
39,1499.99
Trek Stache 5 - 2017,1499.99
977,5109.93
27,999.99
Surly Big Dummy Frameset - 2017,999.99
52,1751.98
Surly Steamroller - 2017,1751.98
69,833.98
Sun Bicycles Cruz 7 - 2017,833.98
80,1523.98
Sun Bicycles Brickell Tandem CB - 2017,1523.98
978,2799.94
25,999.98
Electra Townie Original 7D - 2015/2016,999.98
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
108,899.98
Sun Bicycles Cruz 3 - Women's - 2017,899.98
979,5509.94
12,1099.98
Electra Townie Original 21D - 2016,1099.98
52,875.99
Surly Steamroller - 2017,875.99
55,2699.99
Trek Domane S 6 - 2017,2699.99
71,833.98
Sun Bicycles Atlas X-Type - 2017,833.98
980,10489.96
9,2999.99
Trek Conduit+ - 2016,2999.99
49,6999.98
Trek Domane SL 6 - 2017,6999.98
64,489.99
Electra Townie Original 7D - 2017,489.99
981,8638.92
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
35,832.99
Sun Bicycles Spider 3i - 2017,832.99
36,1665.98
Surly Troll Frameset - 2017,1665.98
61,4999.99
Trek Powerfly 8 FS Plus - 2017,4999.99
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
982,11886.94
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
40,9999.98
Trek Fuel EX 9.8 29 - 2017,9999.98
52,875.99
Surly Steamroller - 2017,875.99
110,470.99
Sun Bicycles Drifter 7 - 2017,470.99
983,7539.93
20,1199.98
Electra Townie Original 7D EQ - Women's - 2016,1199.98
63,3499.99
Trek Boone Race Shop Limited - 2017,3499.99
68,449.99
Sun Bicycles Cruz 3 - 2017,449.99
81,2199.98
Electra Amsterdam Fashion 7i Ladies' - 2017,2199.98
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
984,3670.95
12,549.99
Electra Townie Original 21D - 2016,549.99
68,449.99
Sun Bicycles Cruz 3 - 2017,449.99
81,2199.98
Electra Amsterdam Fashion 7i Ladies' - 2017,2199.98
111,470.99
Sun Bicycles Drifter 7 - Women's - 2017,470.99
985,6537.95
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
59,2599.99
Trek Domane S 5 Disc - 2017,2599.99
78,1295.98
Sun Bicycles Biscayne Tandem CB - 2017,1295.98
986,2037.96
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
87,189.99
Trek Precaliber 12 Boys - 2017,189.99
987,16881.95
51,12999.98
Trek Silque SLR 8 Women's - 2017,12999.98
60,3119.98
Sun Bicycles ElectroLite - 2017,3119.98
80,761.99
Sun Bicycles Brickell Tandem CB - 2017,761.99
988,2482.96
12,1099.98
Electra Townie Original 21D - 2016,1099.98
35,832.99
Sun Bicycles Spider 3i - 2017,832.99
38,549.99
Haro Flightline Two 26 Plus - 2017,549.99
989,3500.94
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
27,999.99
Surly Big Dummy Frameset - 2017,999.99
70,659.99
Electra Amsterdam Original 3i - 2015/2017,659.99
84,219.98
Sun Bicycles Lil Kitt'n - 2017,219.98
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
990,2829.94
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
29,999.99
Trek X-Caliber 8 - 2017,999.99
91,349.99
Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99
991,6872.96
9,5999.98
Trek Conduit+ - 2016,5999.98
34,469.99
Trek Session DH 27.5 Carbon Frameset - 2017,469.99
79,402.99
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99
992,6639.94
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
20,599.99
Electra Townie Original 7D EQ - Women's - 2016,599.99
45,869.99
Haro SR 1.2 - 2017,869.99
101,679.98
Electra Townie 7D (20-inch) - Boys' - 2017,679.98
102,489.99
Electra Townie Original 7D - 2017,489.99
993,11169.93
10,3098
Surly Straggler - 2016,3098
36,1665.98
Surly Troll Frameset - 2017,1665.98
58,4999.99
Trek Madone 9.2 - 2017,4999.99
79,805.98
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,805.98
99,599.98
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,599.98
994,1880.96
37,759.98
Haro Flightline One ST - 2017,759.98
45,869.99
Haro SR 1.2 - 2017,869.99
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
995,1749.96
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
90,209.99
Trek Precaliber 16 Girls - 2017,209.99
101,339.99
Electra Townie 7D (20-inch) - Boys' - 2017,339.99
996,1369.97
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
68,899.98
Sun Bicycles Cruz 3 - 2017,899.98
997,1907.94
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
86,299.98
Trek Girl's Kickster - 2017,299.98
105,1067.98
Sun Bicycles Streamway 7 - 2017,1067.98
998,1733.97
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
105,533.99
Sun Bicycles Streamway 7 - 2017,533.99
999,1769.97
70,1319.98
Electra Amsterdam Original 3i - 2015/2017,1319.98
106,449.99
Sun Bicycles Cruz 3 - 2017,449.99
1000,4062.95
19,898
Pure Cycles William 3-Speed - 2016,898
29,1999.98
Trek X-Caliber 8 - 2017,1999.98
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
111,470.99
Sun Bicycles Drifter 7 - Women's - 2017,470.99
1001,7830.95
45,1739.98
Haro SR 1.2 - 2017,1739.98
58,4999.99
Trek Madone 9.2 - 2017,4999.99
72,619.99
Sun Bicycles Biscayne Tandem 7 - 2017,619.99
111,470.99
Sun Bicycles Drifter 7 - Women's - 2017,470.99
1002,4642.95
8,3599.98
Trek Remedy 29 Carbon Frameset - 2016,3599.98
79,402.99
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,402.99
83,149.99
Trek Boy's Kickster - 2015/2017,149.99
100,489.99
Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99
1003,13939.96
34,939.98
Trek Session DH 27.5 Carbon Frameset - 2017,939.98
51,12999.98
Trek Silque SLR 8 Women's - 2017,12999.98
1004,1665.98
36,1665.98
Surly Troll Frameset - 2017,1665.98
1005,3039.95
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
81,2199.98
Electra Amsterdam Fashion 7i Ladies' - 2017,2199.98
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
1006,13806.94
20,599.99
Electra Townie Original 7D EQ - Women's - 2016,599.99
46,1409.99
Haro SR 1.3 - 2017,1409.99
56,10999.98
Trek Domane SLR 6 Disc - 2017,10999.98
65,346.99
Sun Bicycles Lil Bolt Type-R - 2017,346.99
68,449.99
Sun Bicycles Cruz 3 - 2017,449.99
1007,4140.93
11,1680.99
Surly Straggler 650b - 2016,1680.99
26,599.99
Electra Townie Original 7D EQ - 2016,599.99
76,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
85,659.98
Haro Downtown 16 - 2017,659.98
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
1008,1466.97
2,749.99
Ritchey Timberwolf Frameset - 2016,749.99
71,416.99
Sun Bicycles Atlas X-Type - 2017,416.99
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
1009,1139.97
44,539.99
Haro SR 1.1 - 2017,539.99
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
1010,833.98
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
1011,2889.93
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
68,899.98
Sun Bicycles Cruz 3 - 2017,899.98
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
99,599.98
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,599.98
1012,2289.98
8,1799.99
Trek Remedy 29 Carbon Frameset - 2016,1799.99
64,489.99
Electra Townie Original 7D - 2017,489.99
